,y_pred
328,0
329,0
330,2
331,3
332,3
333,3
334,2
335,3
336,2
337,2
338,2
339,1
340,2
341,2
342,2
343,2
344,3
345,2
346,2
347,2
348,0
349,3
350,3
351,2
352,1
353,2
354,2
355,2
356,2
357,0
358,2
359,0
360,2
361,1
362,1
363,1
364,1
365,0
366,1
367,1
368,0
369,1
370,1
371,1
372,4
373,1
374,1
375,4
376,1
377,3
378,1
379,1
380,0
381,4
382,1
383,2
384,2
385,1
386,3
387,1
388,1
389,3
390,4
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,3
399,2
400,3
401,1
402,1
403,1
404,4
405,1
406,1
407,1
408,4
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,2
422,2
423,1
424,2
425,2
426,2
427,2
428,0
429,1
430,2
431,1
432,2
433,2
434,2
435,2
436,2
437,1
438,2
439,2
440,0
441,4
442,1
443,2
444,1
445,2
446,2
447,2
448,1
449,2
450,1
451,0
452,1
453,2
454,2
455,2
456,2
457,1
458,2
459,2
460,2
461,0
462,2
463,0
464,0
465,0
466,1
467,2
468,1
469,0
470,3
471,2
472,2
473,1
474,2
475,2
476,2
477,2
478,3
479,3
480,4
481,1
482,4
483,1
484,4
485,2
486,3
487,1
488,1
489,1
490,1
491,3
492,1
493,2
494,2
495,4
496,2
497,3
498,3
499,3
500,4
501,2
502,4
503,3
504,3
505,1
506,4
507,4
508,2
509,1
510,1
511,1
512,1
513,1
514,1
515,4
516,2
517,3
518,4
519,1
520,1
521,4
522,2
523,1
524,1
525,4
526,3
527,1
528,2
529,1
530,2
531,2
532,0
533,1
534,2
535,3
536,3
537,2
538,1
539,4
540,4
541,2
542,4
543,3
544,4
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,4
553,1
554,4
555,4
556,3
557,1
558,4
559,4
560,1
561,3
562,3
563,1
564,2
565,4
566,4
567,4
568,4
569,4
570,4
571,1
572,4
573,4
574,4
575,4
576,4
577,4
578,1
579,4
580,4
581,4
582,4
583,4
584,4
585,3
586,2
587,4
588,4
589,4
590,4
591,2
592,3
593,4
594,3
595,4
596,4
597,4
598,2
599,2
600,0
601,3
602,0
603,3
604,2
605,2
606,0
607,0
608,3
609,3
610,3
611,2
612,2
613,2
614,0
615,3
616,2
617,0
618,2
619,3
620,1
621,2
622,0
623,3
624,2
625,0
626,2
627,2
628,2
629,3
630,2
631,2
632,0
633,2
634,2
635,2
636,0
637,2
638,2
639,2
640,0
641,2
642,0
643,0
644,2
645,2
646,0
647,3
648,2
649,3
650,2
651,2
652,2
653,3
654,0
655,3
656,0
657,4
658,1
659,1
660,1
661,3
662,2
663,1
664,1
665,4
666,0
667,4
668,1
669,3
670,1
671,1
672,1
673,2
674,1
675,4
676,3
677,2
678,2
679,4
680,1
681,0
682,1
683,1
684,2
685,3
686,1
687,0
688,1
689,1
690,1
691,1
692,1
693,1
694,4
695,1
696,1
697,1
698,0
699,4
700,1
701,1
702,3
703,1
704,1
705,2
706,1
707,3
708,3
709,1
710,1
711,4
712,1
713,1
714,4
715,1
716,1
717,1
718,4
719,2
720,2
721,2
722,2
723,2
724,2
725,2
726,2
727,2
728,2
729,2
730,2
731,2
732,2
733,2
734,3
735,3
736,2
737,2
738,2
739,0
740,2
741,3
742,2
743,2
744,2
745,3
746,3
747,2
748,2
749,2
750,2
751,2
752,2
753,2
754,2
755,2
756,2
757,3
758,2
759,2
760,2
761,2
762,2
763,2
764,2
765,2
766,2
767,2
768,2
769,2
770,2
771,2
772,2
773,3
774,2
775,2
776,2
777,3
778,2
779,3
780,2
781,3
782,2
783,2
784,3
785,2
786,2
787,3
788,2
789,2
790,2
791,2
792,2
793,2
794,2
795,2
796,2
797,2
798,2
799,2
800,2
801,3
802,2
803,2
804,2
805,2
806,2
807,2
808,2
809,2
810,3
811,3
812,2
813,0
814,3
815,3
816,3
817,3
818,3
819,2
820,3
821,2
822,3
823,4
824,2
825,3
826,4
827,2
828,3
829,3
830,3
831,3
832,3
833,3
834,3
835,2
836,3
837,2
838,3
839,3
840,0
841,2
842,3
843,3
844,4
845,4
846,3
847,3
848,3
849,2
850,2
851,3
852,4
853,3
854,4
855,3
856,3
857,2
858,3
859,2
860,3
861,3
862,3
863,2
864,0
865,2
866,3
867,3
868,3
869,3
870,1
871,0
872,3
873,3
874,3
875,1
876,4
877,2
878,3
879,3
880,3
881,3
882,3
883,4
884,4
885,4
886,4
887,4
888,4
889,4
890,4
891,4
892,4
893,4
894,4
895,4
896,4
897,4
898,4
899,4
900,3
901,4
902,4
903,4
904,4
905,4
906,4
907,4
908,4
909,4
910,4
911,4
912,4
913,4
914,4
915,4
916,4
917,4
918,4
919,3
920,4
921,4
922,3
923,4
924,4
925,4
926,4
927,3
928,4
929,4
930,4
931,4
932,4
933,4
934,4
935,4
936,4
937,4
938,4
939,4
940,4
941,4
942,4
943,4
944,4
945,4
946,4
947,4
948,4
949,4
950,4
951,4
952,4
953,4
954,4
955,4
956,4
957,3
958,4
959,4
960,0
961,4
962,0
963,0
964,0
965,2
966,0
967,0
968,0
969,0
970,2
971,0
972,2
973,4
974,1
975,0
976,2
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,2
988,0
989,2
990,0
991,4
992,2
993,0
994,0
995,2
996,2
997,0
998,0
999,0
1000,0
1001,1
1002,0
1003,2
1004,0
1005,0
1006,0
1007,2
1008,1
1009,0
1010,0
1011,0
1012,0
1013,0
1014,1
1015,0
1016,2
1017,2
1018,2
1019,4
1020,4
1021,4
1022,1
1023,4
1024,4
1025,4
1026,4
1027,4
1028,4
1029,4
1030,4
1031,4
1032,3
1033,4
1034,4
1035,4
1036,4
1037,4
1038,4
1039,4
1040,4
1041,1
1042,4
1043,4
1044,0
1045,4
1046,4
1047,4
1048,4
1049,4
1050,4
1051,4
1052,4
1053,4
1054,4
1055,4
1056,4
1057,4
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1065,4
1066,0
1067,4
1068,4
1069,4
1070,4
1071,4
1072,4
1073,4
1074,4
1075,4
1076,1
1077,4
1078,4
1079,1
1080,4
1081,4
1082,0
1083,0
1084,4
1085,4
1086,2
1087,2
1088,2
1089,4
1090,4
1091,4
1092,0
1093,3
1094,4
1095,0
1096,1
1097,0
1098,2
1099,2
1100,3
1101,0
1102,2
1103,0
1104,1
1105,2
1106,1
1107,2
1108,1
1109,4
1110,2
1111,3
1112,0
1113,1
1114,0
1115,4
1116,4
1117,1
1118,4
1119,2
1120,1
1121,4
1122,2
1123,1
1124,4
1125,0
1126,4
1127,4
1128,1
1129,0
1130,4
1131,4
1132,1
1133,0
1134,4
1135,1
1136,4
1137,1
1138,0
1139,4
1140,4
1141,4
1142,4
1143,4
1144,4
1145,4
1146,1
1147,4
1148,4
1149,4
1150,0
1151,4
1152,3
1153,1
1154,4
1155,4
1156,3
1157,4
1158,4
1159,3
1160,4
1161,4
1162,4
1163,0
1164,3
1165,1
1166,3
1167,1
1168,4
1169,4
1170,4
1171,4
1172,4
1173,4
1174,4
1175,4
1176,3
1177,4
1178,2
1179,1
1180,1
1181,0
1182,2
1183,3
1184,4
1185,3
1186,4
1187,4
1188,4
1189,1
1190,4
1191,2
1192,4
1193,3
1194,4
1195,4
1196,4
1197,0
1198,0
1199,4
1200,4
1201,4
1202,4
1203,4
1204,4
1205,4
1206,4
1207,4
1208,4
1209,4
1210,4
1211,4
1212,4
1213,4
1214,4
1215,4
1216,4
1217,4
1218,4
1219,4
1220,4
1221,4
1222,4
1223,4
1224,0
1225,4
1226,4
1227,4
1228,4
1229,4
1230,4
1231,4
1232,4
1233,4
1234,4
1235,4
1236,4
1237,4
1238,4
1239,4
1240,4
1241,4
1242,4
1243,4
1244,4
1245,4
1246,4
1247,4
1248,4
1249,4
1250,4
1251,4
1252,4
1253,4
1254,4
1255,4
1256,4
1257,4
1258,4
1259,4
1260,4
1261,4
1262,4
1263,4
1264,2
1265,2
1266,2
1267,2
1268,0
1269,0
1270,0
1271,2
1272,0
1273,0
1274,2
1275,2
1276,2
1277,2
1278,2
1279,0
1280,2
1281,0
1282,2
1283,0
1284,2
1285,2
1286,0
1287,2
1288,0
1289,2
1290,2
1291,2
1292,2
1293,0
1294,2
1295,2
1296,2
1297,2
1298,2
1299,2
1300,0
1301,2
1302,0
1303,0
1304,2
1305,0
1306,2
1307,2
1308,0
1309,2
1310,0
1311,2
1312,2
1313,0
1314,2
1315,2
1316,2
1317,2
1318,0
1319,0
1320,0
1321,0
1322,2
1323,1
1324,2
1325,0
1326,0
1327,2
1328,3
1329,2
1330,0
1331,2
1332,2
1333,4
1334,0
1335,2
1336,2
1337,2
1338,0
1339,2
1340,1
1341,2
1342,4
1343,0
1344,3
1345,0
1346,2
1347,2
1348,2
1349,3
1350,2
1351,4
1352,2
1353,0
1354,2
1355,0
1356,2
1357,2
1358,2
1359,0
1360,2
1361,1
1362,2
1363,0
1364,1
1365,2
1366,2
1367,2
1368,4
1369,1
1370,2
1371,2
1372,0
1373,2
1374,1
1375,0
1376,2
1377,2
1378,4
1379,1
1380,2
1381,0
1382,2
1383,2
1384,1
1385,2
1386,2
1387,2
1388,2
1389,2
1390,2
1391,2
1392,2
1393,2
1394,2
1395,2
1396,2
1397,2
1398,2
1399,2
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,2
1427,2
1428,2
1429,2
1430,2
1431,2
1432,2
1433,2
1434,2
1435,2
1436,2
1437,2
1438,2
1439,3
1440,2
1441,2
1442,2
1443,2
1444,3
1445,2
1446,2
1447,2
1448,3
1449,3
1450,3
1451,2
1452,3
1453,2
1454,0
1455,2
1456,2
1457,2
1458,2
1459,2
1460,2
1461,3
1462,2
1463,0
1464,0
1465,2
1466,2
1467,3
1468,2
1469,0
1470,3
1471,3
1472,0
1473,0
1474,2
1475,3
1476,3
1477,3
1478,2
1479,3
1480,0
1481,2
1482,0
1483,2
1484,4
1485,4
1486,2
1487,2
1488,3
1489,2
1490,2
1491,2
1492,2
1493,2
1494,2
1495,3
1496,0
1497,2
1498,0
1499,2
1500,2
1501,0
1502,0
1503,2
1504,2
1505,2
1506,4
1507,4
1508,4
1509,4
1510,4
1511,4
1512,4
1513,4
1514,4
1515,4
1516,3
1517,4
1518,4
1519,4
1520,4
1521,4
1522,4
1523,4
1524,3
1525,4
1526,4
1527,4
1528,4
1529,4
1530,4
1531,4
1532,4
1533,4
1534,4
1535,4
1536,4
1537,1
1538,4
1539,4
1540,4
1541,4
1542,4
1543,1
1544,4
1545,4
1546,4
1547,4
1548,4
1549,4
1550,4
1551,4
1552,4
1553,4
1554,4
1555,4
1556,4
1557,4
1558,4
1559,4
1560,4
1561,4
1562,4
1563,4
1564,4
1565,4
1566,4
1567,4
