,y_pred
1159,4
1160,4
1161,4
1162,4
1163,4
1164,4
1165,4
1166,4
1167,4
1168,4
1169,4
1170,4
1171,4
1172,4
1173,4
1174,4
1175,4
1176,2
1177,4
1178,4
1179,4
1180,4
1181,0
1182,4
1183,3
1184,4
1185,1
1186,4
1187,4
1188,4
1189,4
1190,4
1191,4
1192,4
1193,4
1194,4
1195,4
1196,4
1197,4
1198,4
1199,4
1200,4
1201,4
1202,4
1203,4
1204,4
1205,4
1206,4
1207,4
1208,4
1209,4
1210,4
1211,4
1212,4
1213,4
1214,4
1215,4
1216,4
1217,4
1218,4
1219,4
1220,4
1221,4
1222,4
1223,4
1224,4
1225,4
1226,4
1227,4
1228,4
1229,4
1230,4
1231,4
1232,4
1233,4
1234,4
1235,4
1236,4
1237,4
1238,4
1239,4
1240,4
1241,4
1242,4
1243,4
1244,4
1245,4
1246,4
1247,4
1248,4
1249,4
1250,4
1251,4
1252,4
1253,4
1254,4
1255,4
1256,4
1257,4
1258,4
1259,4
1260,4
1261,4
1262,4
1263,4
1264,0
1265,2
1266,2
1267,2
1268,0
1269,0
1270,0
1271,2
1272,0
1273,0
1274,2
1275,2
1276,0
1277,2
1278,2
1279,2
1280,2
1281,0
1282,0
1283,0
1284,2
1285,2
1286,0
1287,2
1288,2
1289,2
1290,0
1291,2
1292,2
1293,2
1294,2
1295,0
1296,2
1297,2
1298,2
1299,2
1300,0
1301,2
1302,0
1303,0
1304,2
1305,2
1306,0
1307,0
1308,0
1309,2
1310,0
1311,2
1312,0
1313,2
1314,2
1315,0
1316,2
1317,2
1318,0
1319,0
1320,0
1321,0
1322,2
1323,1
1324,2
1325,1
1326,2
1327,2
1328,2
1329,4
1330,0
1331,2
1332,2
1333,1
1334,0
1335,2
1336,2
1337,1
1338,0
1339,2
1340,2
1341,2
1342,0
1343,0
1344,2
1345,2
1346,3
1347,2
1348,2
1349,1
1350,2
1351,1
1352,2
1353,2
1354,2
1355,0
1356,2
1357,2
1358,2
1359,0
1360,2
1361,3
1362,2
1363,2
1364,2
1365,2
1366,2
1367,2
1368,2
1369,1
1370,0
1371,2
1372,2
1373,2
1374,2
1375,0
1376,2
1377,2
1378,1
1379,2
1380,2
1381,0
1382,2
1383,1
1384,2
1385,2
1386,2
1387,2
1388,2
1389,2
1390,2
1391,2
1392,2
1393,2
1394,2
1395,2
1396,2
1397,2
1398,2
1399,2
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,2
1427,2
1428,2
1429,2
1430,2
1431,2
1432,2
1433,2
1434,2
1435,2
1436,2
1437,2
1438,2
1439,3
1440,2
1441,2
1442,2
1443,2
1444,3
1445,2
1446,2
1447,2
1448,3
1449,3
1450,3
1451,3
1452,2
1453,2
1454,0
1455,2
1456,3
1457,2
1458,2
1459,2
1460,2
1461,2
1462,2
1463,0
1464,3
1465,2
1466,2
1467,2
1468,3
1469,2
1470,2
1471,3
1472,0
1473,0
1474,2
1475,3
1476,3
1477,3
1478,2
1479,3
1480,4
1481,2
1482,2
1483,2
1484,4
1485,0
1486,2
1487,2
1488,3
1489,2
1490,2
1491,2
1492,2
1493,2
1494,2
1495,3
1496,0
1497,2
1498,0
1499,2
1500,2
1501,2
1502,2
1503,2
1504,2
1505,2
1506,4
1507,2
1508,4
1509,4
1510,4
1511,4
1512,4
1513,4
1514,4
1515,4
1516,2
1517,4
1518,4
1519,4
1520,4
1521,4
1522,4
1523,4
1524,3
1525,4
1526,4
1527,1
1528,4
1529,4
1530,4
1531,4
1532,4
1533,4
1534,4
1535,4
1536,4
1537,2
1538,4
1539,4
1540,4
1541,4
1542,4
1543,4
1544,4
1545,4
1546,4
1547,4
1548,4
1549,4
1550,4
1551,1
1552,4
1553,4
1554,4
1555,2
1556,4
1557,4
1558,4
1559,4
1560,4
1561,4
1562,4
1563,4
1564,4
1565,4
1566,4
1567,4
