,y_pred
882,3
883,4
884,2
885,4
886,4
887,4
888,4
889,4
890,4
891,4
892,4
893,4
894,4
895,2
896,4
897,2
898,4
899,4
900,4
901,4
902,4
903,4
904,4
905,4
906,4
907,1
908,4
909,4
910,4
911,4
912,4
913,4
914,4
915,4
916,4
917,4
918,4
919,4
920,4
921,2
922,3
923,2
924,4
925,4
926,4
927,4
928,4
929,4
930,4
931,4
932,2
933,4
934,4
935,4
936,4
937,4
938,4
939,2
940,4
941,2
942,4
943,4
944,4
945,4
946,4
947,4
948,4
949,4
950,3
951,4
952,4
953,4
954,4
955,4
956,4
957,2
958,4
959,4
960,4
961,1
962,3
963,4
964,3
965,0
966,3
967,3
968,3
969,0
970,2
971,1
972,1
973,1
974,0
975,3
976,0
977,0
978,1
979,3
980,1
981,0
982,3
983,0
984,4
985,4
986,1
987,3
988,3
989,3
990,1
991,1
992,3
993,1
994,4
995,3
996,3
997,3
998,1
999,3
1000,3
1001,1
1002,0
1003,2
1004,1
1005,1
1006,1
1007,2
1008,1
1009,0
1010,3
1011,3
1012,1
1013,3
1014,4
1015,4
1016,3
1017,3
1018,0
1019,4
1020,4
1021,4
1022,4
1023,4
1024,4
1025,4
1026,4
1027,4
1028,1
1029,4
1030,4
1031,4
1032,1
1033,4
1034,4
1035,1
1036,4
1037,4
1038,1
1039,4
1040,4
1041,4
1042,4
1043,4
1044,1
1045,4
1046,4
1047,4
1048,4
1049,4
1050,4
1051,4
1052,4
1053,4
1054,4
1055,4
1056,4
1057,4
1058,4
1059,4
1060,4
1061,4
1062,4
1063,4
1064,4
1065,4
1066,4
1067,4
1068,4
1069,4
1070,4
1071,4
1072,4
1073,4
1074,4
1075,4
1076,1
1077,4
1078,4
1079,4
1080,4
1081,4
1082,1
1083,4
1084,1
1085,4
1086,1
1087,4
1088,1
1089,4
1090,1
1091,1
1092,4
1093,0
1094,1
1095,1
1096,1
1097,4
1098,1
1099,1
1100,1
1101,4
1102,1
1103,1
1104,1
1105,1
1106,4
1107,4
1108,4
1109,4
1110,1
1111,4
1112,1
1113,1
1114,1
1115,4
1116,1
1117,4
1118,4
1119,4
1120,4
1121,4
1122,1
1123,1
1124,1
1125,1
1126,4
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,4
1135,4
1136,4
1137,4
1138,4
1139,4
1140,1
1141,4
1142,4
1143,1
1144,4
1145,1
1146,1
1147,4
1148,4
1149,4
1150,1
1151,4
1152,1
1153,1
1154,3
1155,4
1156,4
1157,4
1158,4
1159,4
1160,4
1161,4
1162,4
1163,4
1164,4
1165,4
1166,1
1167,1
1168,1
1169,4
1170,1
1171,4
1172,4
1173,1
1174,4
1175,1
1176,1
1177,4
1178,1
1179,1
1180,4
1181,4
1182,1
1183,1
1184,4
1185,0
1186,1
1187,4
1188,4
1189,4
1190,1
1191,4
1192,4
1193,4
1194,4
1195,4
1196,1
1197,1
1198,4
1199,4
1200,4
1201,4
1202,4
1203,4
1204,4
1205,4
1206,4
1207,4
1208,4
1209,4
1210,4
1211,4
1212,4
1213,4
1214,4
1215,4
1216,4
1217,4
1218,4
1219,4
1220,4
1221,4
1222,4
1223,4
1224,4
1225,4
1226,4
1227,4
1228,4
1229,4
1230,4
1231,4
1232,4
1233,4
1234,4
1235,4
1236,4
1237,4
1238,4
1239,4
1240,4
1241,4
1242,4
1243,4
1244,4
1245,4
1246,4
1247,4
1248,4
1249,4
1250,4
1251,4
1252,4
1253,4
1254,4
1255,4
1256,4
1257,4
1258,4
1259,4
1260,4
1261,4
1262,4
1263,4
1264,0
1265,2
1266,2
1267,2
1268,0
1269,0
1270,2
1271,2
1272,2
1273,1
1274,2
1275,1
1276,1
1277,2
1278,2
1279,2
1280,2
1281,0
1282,2
1283,2
1284,2
1285,2
1286,2
1287,2
1288,2
1289,2
1290,2
1291,0
1292,0
1293,2
1294,2
1295,0
1296,1
1297,2
1298,2
1299,2
1300,0
1301,2
1302,0
1303,0
1304,2
1305,3
1306,2
1307,2
1308,1
1309,2
1310,2
1311,2
1312,0
1313,1
1314,0
1315,3
1316,2
1317,0
1318,0
1319,2
1320,2
1321,2
1322,2
1323,1
1324,0
1325,1
1326,2
1327,1
1328,0
1329,4
1330,3
1331,2
1332,0
1333,3
1334,1
1335,2
1336,1
1337,2
1338,1
1339,1
1340,1
1341,3
1342,4
1343,1
1344,3
1345,1
1346,3
1347,1
1348,1
1349,3
1350,0
1351,4
1352,0
1353,1
1354,0
1355,1
1356,1
1357,1
1358,1
1359,3
1360,0
1361,4
1362,0
1363,0
1364,3
1365,1
1366,2
1367,3
1368,1
1369,3
1370,1
1371,3
1372,3
1373,3
1374,4
1375,0
1376,0
1377,1
1378,4
1379,1
1380,4
1381,3
1382,2
1383,1
1384,3
1385,2
1386,3
1387,2
1388,1
1389,2
1390,2
1391,2
1392,3
1393,2
1394,2
1395,2
1396,1
1397,3
1398,2
1399,2
1400,2
1401,2
1402,1
1403,2
1404,2
1405,2
1406,1
1407,2
1408,2
1409,2
1410,3
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,0
1425,2
1426,2
1427,2
1428,2
1429,2
1430,2
1431,2
1432,2
1433,2
1434,2
1435,2
1436,2
1437,2
1438,2
1439,0
1440,2
1441,2
1442,2
1443,2
1444,3
1445,3
1446,2
1447,2
1448,3
1449,3
1450,3
1451,3
1452,3
1453,3
1454,0
1455,0
1456,3
1457,3
1458,3
1459,0
1460,1
1461,3
1462,3
1463,0
1464,3
1465,1
1466,0
1467,0
1468,3
1469,3
1470,1
1471,3
1472,0
1473,0
1474,1
1475,2
1476,3
1477,3
1478,2
1479,3
1480,4
1481,3
1482,2
1483,1
1484,3
1485,0
1486,3
1487,0
1488,3
1489,3
1490,3
1491,3
1492,2
1493,3
1494,0
1495,3
1496,0
1497,3
1498,0
1499,0
1500,1
1501,3
1502,3
1503,1
1504,1
1505,0
1506,4
1507,4
1508,4
1509,4
1510,4
1511,4
1512,4
1513,4
1514,4
1515,4
1516,4
1517,4
1518,4
1519,4
1520,4
1521,4
1522,4
1523,4
1524,4
1525,4
1526,4
1527,4
1528,4
1529,4
1530,4
1531,4
1532,4
1533,4
1534,4
1535,4
1536,4
1537,4
1538,4
1539,4
1540,4
1541,4
1542,4
1543,4
1544,4
1545,4
1546,3
1547,4
1548,4
1549,4
1550,4
1551,4
1552,4
1553,4
1554,4
1555,4
1556,4
1557,4
1558,4
1559,4
1560,4
1561,4
1562,4
1563,4
1564,4
1565,4
1566,4
1567,4
